k	x	y	x2	y2	col
1767	22.9779	-8.2906	22.4674	-8.7749	10884
1769	22.4674	-8.7749	22.9268	-8.2421	10885
1771	22.9268	-8.2421	22.3055	-8.5724	10886
1773	22.3055	-8.5724	22.4114	-7.8768	10887
1775	22.4114	-7.8768	21.7081	-7.8889	10888
1777	21.7081	-7.8889	22.4109	-7.9190	10889
1779	22.4109	-7.9190	23.1128	-7.9671	10890
1781	23.1128	-7.9671	23.7032	-7.5850	10891
1783	23.7032	-7.5850	23.4821	-6.9173	10892
1785	23.4821	-6.9173	23.8801	-7.4974	10893
1787	23.8801	-7.4974	23.1939	-7.3436	10894
1789	23.1939	-7.3436	22.7517	-6.7970	10895
1791	22.7517	-6.7970	22.8332	-6.0986	10896
1793	22.8332	-6.0986	22.6175	-5.4292	10897
1795	22.6175	-5.4292	23.0227	-4.8545	10898
1797	23.0227	-4.8545	23.2869	-5.5061	10899
1799	23.2869	-5.5061	22.6669	-5.8372	10900
1801	22.6669	-5.8372	23.3400	-6.0395	10901
1803	23.3400	-6.0395	23.5742	-5.3769	10902
1805	23.5742	-5.3769	23.1490	-4.8173	10903
1807	23.1490	-4.8173	23.1818	-4.1153	10904
1809	23.1818	-4.1153	22.7877	-4.6974	10905
1811	22.7877	-4.6974	23.1740	-4.1104	10906
1813	23.1740	-4.1104	23.1540	-4.8128	10907
1815	23.1540	-4.8128	22.8810	-4.1652	10908
1817	22.8810	-4.1652	22.4461	-4.7169	10909
1819	22.4461	-4.7169	23.1101	-4.9466	10910
1821	23.1101	-4.9466	23.8052	-5.0479	10911
1823	23.8052	-5.0479	23.3376	-5.5724	10912
1825	23.3376	-5.5724	22.8053	-6.0307	10913
1827	22.8053	-6.0307	23.0942	-5.3906	10914
1829	23.0942	-5.3906	22.5428	-4.9556	10915
1831	22.5428	-4.9556	21.9333	-4.6066	10916
1833	21.9333	-4.6066	22.4230	-5.1099	10917
1835	22.4230	-5.1099	22.6667	-5.7685	10918
1837	22.6667	-5.7685	22.9751	-6.3994	10919
1839	22.9751	-6.3994	23.0311	-5.6996	10920
1841	23.0311	-5.6996	23.0410	-4.9976	10921
1843	23.0410	-4.9976	23.7390	-4.9218	10922
1845	23.7390	-4.9218	23.9271	-5.5982	10923
1847	23.9271	-5.5982	23.2641	-5.8294	10924
1849	23.2641	-5.8294	23.0150	-6.4856	10925
1851	23.0150	-6.4856	23.4989	-5.9770	10926
1853	23.4989	-5.9770	22.9787	-5.5058	10927
1855	22.9787	-5.5058	22.8989	-4.8085	10928
1857	22.8989	-4.8085	22.2171	-4.9752	10929
1859	22.2171	-4.9752	22.2650	-5.6752	10930
1861	22.2650	-5.6752	21.7694	-6.1718	10931
1863	21.7694	-6.1718	22.4377	-6.3854	10932
1865	22.4377	-6.3854	22.1271	-7.0149	10933
1867	22.1271	-7.0149	22.5688	-7.5602	10934
1869	22.5688	-7.5602	21.8953	-7.3635	10935
1871	21.8953	-7.3635	21.7957	-8.0578	10936
1873	21.7957	-8.0578	21.1353	-8.2949	10937
1875	21.1353	-8.2949	21.1433	-7.5933	10938
1877	21.1433	-7.5933	21.8139	-7.3878	10939
1879	21.8139	-7.3878	21.1173	-7.4698	10940
1881	21.1173	-7.4698	21.6043	-6.9651	10941
1883	21.6043	-6.9651	20.9389	-7.1868	10942
1885	20.9389	-7.1868	20.8767	-6.4882	10943
1887	20.8767	-6.4882	20.4089	-7.0109	10944
1889	20.4089	-7.0109	20.2951	-7.7031	10945
1891	20.2951	-7.7031	20.8353	-7.2560	10946
1893	20.8353	-7.2560	20.1769	-7.4975	10947
1895	20.1769	-7.4975	19.6162	-7.9182	10948
1897	19.6162	-7.9182	19.6615	-7.2187	10949
1899	19.6615	-7.2187	20.2157	-7.6479	10950
1901	20.2157	-7.6479	19.7032	-7.1696	10951
1903	19.7032	-7.1696	20.4042	-7.1791	10952
1905	20.4042	-7.1791	20.7107	-7.8095	10953
1907	20.7107	-7.8095	21.2829	-8.2142	10954
1909	21.2829	-8.2142	20.5834	-8.2575	10955
1911	20.5834	-8.2575	19.8827	-8.2522	10956
1913	19.8827	-8.2522	20.5768	-8.3491	10957
1915	20.5768	-8.3491	20.1073	-8.8695	10958
1917	20.1073	-8.8695	20.4167	-8.2409	10959
1919	20.4167	-8.2409	20.7903	-7.6482	10960
1921	20.7903	-7.6482	21.4751	-7.7961	10961
1923	21.4751	-7.7961	20.8209	-8.0473	10962
1925	20.8209	-8.0473	21.0672	-8.7033	10963
1927	21.0672	-8.7033	20.5333	-8.2498	10964
1929	20.5333	-8.2498	21.2107	-8.4292	10965
1931	21.2107	-8.4292	21.5062	-9.0642	10966
1933	21.5062	-9.0642	21.7360	-9.7260	10967
1935	21.7360	-9.7260	21.7783	-9.0268	10968
1937	21.7783	-9.0268	21.7914	-9.7270	10969
1939	21.7914	-9.7270	22.4917	-9.7167	10970
1941	22.4917	-9.7167	22.8761	-9.1311	10971
1943	22.8761	-9.1311	22.2423	-8.8335	10972
1945	22.2423	-8.8335	22.8182	-9.2318	10973
1947	22.8182	-9.2318	23.5072	-9.3561	10974
1949	23.5072	-9.3561	23.1679	-9.9684	10975
1951	23.1679	-9.9684	22.9769	-10.6418	10976
1953	22.9769	-10.6418	22.2772	-10.6584	10977
1955	22.2772	-10.6584	22.6254	-11.2659	10978
1957	22.6254	-11.2659	23.0700	-10.7252	10979
1959	23.0700	-10.7252	22.3707	-10.6940	10980
1961	22.3707	-10.6940	22.6940	-11.3147	10981
1963	22.6940	-11.3147	22.2351	-11.8433	10982
1965	22.2351	-11.8433	21.9888	-11.1882	10983
1967	21.9888	-11.1882	22.4845	-11.6822	10984
1969	22.4845	-11.6822	21.8527	-11.9830	10985
1971	21.8527	-11.9830	22.4408	-11.6038	10986
1973	22.4408	-11.6038	21.8215	-11.9296	10987
1975	21.8215	-11.9296	22.2377	-12.4924	10988
1977	22.2377	-12.4924	22.1299	-13.1837	10989
1979	22.1299	-13.1837	22.6435	-12.7083	10990
1981	22.6435	-12.7083	21.9519	-12.6022	10991
1983	21.9519	-12.6022	21.7717	-13.2783	10992
1985	21.7717	-13.2783	21.7767	-12.5788	10993
1987	21.7767	-12.5788	22.1823	-13.1486	10994
1989	22.1823	-13.1486	22.5477	-12.5521	10995
1991	22.5477	-12.5521	22.9864	-13.0969	10996
1993	22.9864	-13.0969	22.7985	-13.7706	10997
1995	22.7985	-13.7706	22.6078	-13.0977	10998
1997	22.6078	-13.0977	21.9804	-12.7887	10999
1999	21.9804	-12.7887	21.3564	-13.1043	11000
2001	21.3564	-13.1043	21.2541	-12.4123	11001
2003	21.2541	-12.4123	21.1180	-11.7266	11002
2005	21.1180	-11.7266	20.5290	-12.1033	11003
2007	20.5290	-12.1033	19.8320	-12.0498	11004
2009	19.8320	-12.0498	20.4410	-11.7067	11005
2011	20.4410	-11.7067	19.7437	-11.6562	11006
2013	19.7437	-11.6562	20.4368	-11.5663	11007
2015	20.4368	-11.5663	21.0248	-11.1887	11008
2017	21.0248	-11.1887	21.5281	-10.7038	11009
2019	21.5281	-10.7038	21.1794	-10.0982	11010
2021	21.1794	-10.0982	20.7497	-10.6494	11011
2023	20.7497	-10.6494	20.1050	-10.9188	11012
2025	20.1050	-10.9188	20.6442	-10.4743	11013
2027	20.6442	-10.4743	21.3066	-10.6967	11014
2029	21.3066	-10.6967	21.9211	-11.0294	11015
2031	21.9211	-11.0294	22.2630	-10.4201	11016
2033	22.2630	-10.4201	22.9589	-10.4843	11017
2035	22.9589	-10.4843	23.0046	-11.1815	11018
2037	23.0046	-11.1815	22.4103	-11.5485	11019
2039	22.4103	-11.5485	21.8372	-11.1492	11020
2041	21.8372	-11.1492	22.4343	-10.7867	11021
2043	22.4343	-10.7867	23.0406	-10.4389	11022
2045	23.0406	-10.4389	23.2451	-9.7710	11023
2047	23.2451	-9.7710	23.5663	-10.3911	11024
2049	23.5663	-10.3911	24.0639	-9.9010	11025
2051	24.0639	-9.9010	24.5542	-9.4034	11026
2053	24.5542	-9.4034	24.9836	-8.8524	11027
2055	24.9836	-8.8524	25.6795	-8.7967	11028
2057	25.6795	-8.7967	25.9215	-9.4517	11029
2059	25.9215	-9.4517	26.5637	-9.1777	11030
2061	26.5637	-9.1777	25.9099	-9.4226	11031
2063	25.9099	-9.4226	26.4214	-8.9474	11032
2065	26.4214	-8.9474	27.0465	-8.6366	11033
2067	27.0465	-8.6366	27.3232	-7.9957	11034
2069	27.3232	-7.9957	27.7322	-7.4300	11035
2071	27.7322	-7.4300	27.0486	-7.5712	11036
2073	27.0486	-7.5712	27.3003	-6.9203	11037
2075	27.3003	-6.9203	27.4112	-7.6094	11038
2077	27.4112	-7.6094	27.9528	-8.0494	11039
2079	27.9528	-8.0494	27.4598	-8.5434	11040
2081	27.4598	-8.5434	27.6758	-9.2071	11041
2083	27.6758	-9.2071	28.3645	-9.0943	11042
2085	28.3645	-9.0943	27.8190	-8.6588	11043
2087	27.8190	-8.6588	27.9207	-7.9682	11044
2089	27.9207	-7.9682	27.6940	-8.6281	11045
2091	27.6940	-8.6281	28.2244	-9.0819	11046
2093	28.2244	-9.0819	28.7579	-8.6322	11047
2095	28.7579	-8.6322	29.2711	-9.1047	11048
2097	29.2711	-9.1047	28.5881	-9.2468	11049
2099	28.5881	-9.2468	28.2198	-9.8391	11050
2101	28.2198	-9.8391	27.6833	-10.2850	11051
2103	27.6833	-10.2850	28.0179	-10.8971	11052
2105	28.0179	-10.8971	27.9508	-10.2027	11053
2107	27.9508	-10.2027	27.7375	-9.5387	11054
2109	27.7375	-9.5387	27.0507	-9.4178	11055
2111	27.0507	-9.4178	27.6301	-9.8055	11056
2113	27.6301	-9.8055	27.2982	-9.1920	11057
2115	27.2982	-9.1920	27.3839	-8.5000	11058
2117	27.3839	-8.5000	28.0811	-8.4861	11059
2119	28.0811	-8.4861	28.3140	-9.1435	11060
2121	28.3140	-9.1435	28.0969	-8.4809	11061
2123	28.0969	-8.4809	28.7664	-8.2868	11062
2125	28.7664	-8.2868	28.2225	-8.7229	11063
2127	28.2225	-8.7229	28.2251	-8.0257	11064
2129	28.2251	-8.0257	27.8962	-7.4111	11065
2131	27.8962	-7.4111	27.2735	-7.0976	11066
2133	27.2735	-7.0976	27.8750	-6.7454	11067
2135	27.8750	-6.7454	27.9974	-6.0593	11068
2137	27.9974	-6.0593	27.4015	-5.6975	11069
2139	27.4015	-5.6975	26.9010	-5.2127	11070
2141	26.9010	-5.2127	26.2286	-5.3961	11071
2143	26.2286	-5.3961	26.2132	-4.6994	11072
2145	26.2132	-4.6994	25.6775	-4.2534	11073
2147	25.6775	-4.2534	25.1729	-3.7730	11074
2149	25.1729	-3.7730	24.5588	-4.1021	11075
2151	24.5588	-4.1021	24.7152	-3.4232	11076
2153	24.7152	-3.4232	25.4118	-3.4121	11077
2155	25.4118	-3.4121	26.0821	-3.6020	11078
2157	26.0821	-3.6020	25.6486	-4.1472	11079
2159	25.6486	-4.1472	26.2020	-4.5702	11080
2161	26.2020	-4.5702	25.5565	-4.3083	11081
2163	25.5565	-4.3083	25.6932	-4.9912	11082
2165	25.6932	-4.9912	26.3347	-4.7201	11083
2167	26.3347	-4.7201	25.6807	-4.9594	11084
2169	25.6807	-4.9594	25.1375	-4.5236	11085
2171	25.1375	-4.5236	25.4295	-3.8914	11086
2173	25.4295	-3.8914	25.0117	-4.4484	11087
2175	25.0117	-4.4484	24.6897	-5.0660	11088
2177	24.6897	-5.0660	25.3759	-4.9487	11089
2179	25.3759	-4.9487	25.0446	-5.5612	11090
2181	25.0446	-5.5612	24.9924	-4.8670	11091
2183	24.9924	-4.8670	24.9598	-5.5624	11092
2185	24.9598	-5.5624	24.5904	-4.9723	11093
2187	24.5904	-4.9723	24.0774	-4.5016	11094
2189	24.0774	-4.5016	24.0959	-5.1975	11095
2191	24.0959	-5.1975	23.4321	-4.9881	11096
2193	23.4321	-4.9881	23.8106	-4.4039	11097
2195	23.8106	-4.4039	24.2617	-3.8737	11098
2197	24.2617	-3.8737	24.8276	-3.4682	11099
2199	24.8276	-3.4682	25.3525	-3.0111	11100
2201	25.3525	-3.0111	25.3116	-2.3163	11101
2203	25.3116	-2.3163	24.8301	-1.8139	11102
2205	24.8301	-1.8139	24.9689	-2.4958	11103
2207	24.9689	-2.4958	25.2956	-3.1100	11104
2209	25.2956	-3.1100	25.6343	-2.5020	11105
2211	25.6343	-2.5020	26.2564	-2.1897	11106
2213	26.2564	-2.1897	26.0805	-2.8627	11107
2215	26.0805	-2.8627	25.9851	-3.5521	11108
2217	25.9851	-3.5521	26.3496	-4.1448	11109
2219	26.3496	-4.1448	26.7851	-4.6872	11110
2221	26.7851	-4.6872	26.7514	-5.3819	11111
2223	26.7514	-5.3819	27.2004	-4.8504	11112
2225	27.2004	-4.8504	27.8443	-4.5881	11113
2227	27.8443	-4.5881	27.1995	-4.3278	11114
2229	27.1995	-4.3278	27.0503	-3.6487	11115
2231	27.0503	-3.6487	26.6009	-3.1181	11116
2233	26.6009	-3.1181	25.9477	-3.3568	11117
2235	25.9477	-3.3568	26.4979	-2.9314	11118
2237	26.4979	-2.9314	25.8082	-2.8438	11119
2239	25.8082	-2.8438	25.6295	-2.1717	11120
2241	25.6295	-2.1717	26.0374	-1.6087	11121
2243	26.0374	-1.6087	25.7135	-2.2241	11122
2245	25.7135	-2.2241	25.8102	-1.5352	11123
2247	25.8102	-1.5352	25.1280	-1.6691	11124
2249	25.1280	-1.6691	24.5498	-1.2832	11125
2251	24.5498	-1.2832	23.8596	-1.3654	11126
2253	23.8596	-1.3654	23.1935	-1.5642	11127
2255	23.1935	-1.5642	22.4994	-1.6012	11128
2257	22.4994	-1.6012	21.8089	-1.5221	11129
2259	21.8089	-1.5221	22.1726	-2.1143	11130
2261	22.1726	-2.1143	22.8526	-1.9701	11131
2263	22.8526	-1.9701	22.5453	-1.3469	11132
2265	22.5453	-1.3469	22.0613	-0.8483	11133
2267	22.0613	-0.8483	22.5929	-1.2958	11134
2269	22.5929	-1.2958	22.2263	-1.8861	11135
2271	22.2263	-1.8861	22.1952	-1.1921	11136
2273	22.1952	-1.1921	21.5862	-1.5263	11137
2275	21.5862	-1.5263	21.5045	-0.8364	11138
2277	21.5045	-0.8364	20.9550	-0.4114	11139
2279	20.9550	-0.4114	21.5455	-0.0450	11140
2281	21.5455	-0.0450	22.2128	-0.2386	11141
2283	22.2128	-0.2386	21.6691	-0.6708	11142
2285	21.6691	-0.6708	21.3102	-1.2656	11143
2287	21.3102	-1.2656	21.3408	-0.5716	11144
2289	21.3408	-0.5716	21.7367	-1.1421	11145
2291	21.7367	-1.1421	22.0930	-0.5461	11146
2293	22.0930	-0.5461	21.4815	-0.8753	11147
2295	21.4815	-0.8753	20.7926	-0.7871	11148
2297	20.7926	-0.7871	21.4068	-1.1112	11149
2299	21.4068	-1.1112	21.8186	-1.6702	11150
2301	21.8186	-1.6702	21.2436	-2.0596	11151
2303	21.2436	-2.0596	21.8415	-2.4126	11152
2305	21.8415	-2.4126	22.2785	-2.9520	11153
2307	22.2785	-2.9520	22.3318	-3.6441	11154
2309	22.3318	-3.6441	22.9592	-3.9412	11155
2311	22.9592	-3.9412	22.3433	-4.2615	11156
2313	22.3433	-4.2615	21.8223	-4.7202	11157
2315	21.8223	-4.7202	21.2125	-5.0522	11158
2317	21.2125	-5.0522	21.3925	-5.7225	11159
2319	21.3925	-5.7225	22.0507	-5.9427	11160
2321	22.0507	-5.9427	22.7365	-5.8360	11161
2323	22.7365	-5.8360	22.0426	-5.8564	11162
2325	22.0426	-5.8564	21.6550	-6.4322	11163
2327	21.6550	-6.4322	21.9594	-7.0561	11164
2329	21.9594	-7.0561	21.5948	-7.6467	11165
2331	21.5948	-7.6467	22.2816	-7.5472	11166
2333	22.2816	-7.5472	22.6908	-6.9866	11167
2335	22.6908	-6.9866	23.0487	-6.3921	11168
2337	23.0487	-6.3921	22.6927	-5.7965	11169
2339	22.6927	-5.7965	23.3758	-5.6748	11170
2341	23.3758	-5.6748	24.0603	-5.7876	11171
2343	24.0603	-5.7876	23.3678	-5.8339	11172
2345	23.3678	-5.8339	23.8417	-6.3404	11173
2347	23.8417	-6.3404	23.4969	-5.7383	11174
2349	23.4969	-5.7383	22.8038	-5.7051	11175
2351	22.8038	-5.7051	23.0635	-6.3486	11176
2353	23.0635	-6.3486	22.7335	-6.9586	11177
2355	22.7335	-6.9586	22.6837	-6.2670	11178
2357	22.6837	-6.2670	23.3119	-6.5607	11179
2359	23.3119	-6.5607	23.9940	-6.4363	11180
2361	23.9940	-6.4363	24.6608	-6.6273	11181
2363	24.6608	-6.6273	24.2509	-6.0682	11182
2365	24.2509	-6.0682	24.4536	-5.4050	11183
2367	24.4536	-5.4050	24.1207	-6.0134	11184
2369	24.1207	-6.0134	24.7336	-5.6884	11185
2371	24.7336	-5.6884	25.2067	-6.1954	11186
2373	25.2067	-6.1954	25.8458	-5.9270	11187
2375	25.8458	-5.9270	26.4978	-6.1624	11188
2377	26.4978	-6.1624	25.8600	-6.4338	11189
2379	25.8600	-6.4338	25.7724	-7.1217	11190
2381	25.7724	-7.1217	26.1059	-6.5139	11191
2383	26.1059	-6.5139	25.4463	-6.7274	11192
2385	25.4463	-6.7274	25.7753	-7.3374	11193
2387	25.7753	-7.3374	25.6570	-6.6546	11194
2389	25.6570	-6.6546	26.1655	-7.1254	11195
2391	26.1655	-7.1254	26.7419	-6.7408	11196
2393	26.7419	-6.7408	27.1740	-6.1989	11197
2395	27.1740	-6.1989	27.8203	-5.9488	11198
2397	27.8203	-5.9488	27.2811	-5.5136	11199
2399	27.2811	-5.5136	27.9698	-5.5894	11200
2401	27.9698	-5.5894	28.6404	-5.4151	11201
2403	28.6404	-5.4151	28.8214	-4.7462	11202
2405	28.8214	-4.7462	28.6394	-4.0774	11203
2407	28.6394	-4.0774	28.8886	-3.4309	11204
2409	28.8886	-3.4309	28.5624	-4.0421	11205
2411	28.5624	-4.0421	27.9524	-3.7135	11206
2413	27.9524	-3.7135	28.1884	-4.3649	11207
2415	28.1884	-4.3649	28.8765	-4.2863	11208
2417	28.8765	-4.2863	29.4744	-3.9368	11209
2419	29.4744	-3.9368	29.0397	-3.3975	11210
2421	29.0397	-3.3975	29.6700	-3.1101	11211
2423	29.6700	-3.1101	29.5722	-3.7957	11212
2425	29.5722	-3.7957	29.0629	-3.3264	11213
2427	29.0629	-3.3264	29.7456	-3.2094	11214
2429	29.7456	-3.2094	30.3756	-3.4969	11215
2431	30.3756	-3.4969	30.4469	-4.1857	11216
2433	30.4469	-4.1857	31.1352	-4.2623	11217
2435	31.1352	-4.2623	31.4171	-4.8947	11218
2437	31.4171	-4.8947	31.3189	-5.5802	11219
2439	31.3189	-5.5802	30.6463	-5.4160	11220
2441	30.6463	-5.4160	29.9791	-5.6007	11221
2443	29.9791	-5.6007	30.4918	-6.0658	11222
2445	30.4918	-6.0658	30.6523	-5.3923	11223
2447	30.6523	-5.3923	30.5631	-4.7057	11224
2449	30.5631	-4.7057	30.5793	-4.0137	11225
2451	30.5793	-4.0137	31.2293	-3.7758	11226
2453	31.2293	-3.7758	30.5414	-3.8522	11227
2455	30.5414	-3.8522	29.8870	-3.6271	11228
2457	29.8870	-3.6271	29.2020	-3.5283	11229
2459	29.2020	-3.5283	29.7356	-3.0876	11230
2461	29.7356	-3.0876	30.3359	-3.4323	11231
2463	30.3359	-3.4323	30.3061	-4.1236	11232
2465	30.3061	-4.1236	29.7294	-3.7411	11233
2467	29.7294	-3.7411	29.1372	-4.0992	11234
2469	29.1372	-4.0992	28.6521	-3.6058	11235
2471	28.6521	-3.6058	28.5282	-4.2864	11236
2473	28.5282	-4.2864	28.4095	-3.6049	11237
2475	28.4095	-3.6049	29.0782	-3.7827	11238
2477	29.0782	-3.7827	28.7764	-3.1601	11239
2479	28.7764	-3.1601	28.1185	-2.9462	11240
2481	28.1185	-2.9462	27.7742	-3.5462	11241
2483	27.7742	-3.5462	27.0833	-3.5787	11242
2485	27.0833	-3.5787	26.4018	-3.4611	11243
2487	26.4018	-3.4611	26.6594	-4.1030	11244
2489	26.6594	-4.1030	26.6147	-4.7933	11245
2491	26.6147	-4.7933	26.3871	-4.1403	11246
2493	26.3871	-4.1403	26.8427	-3.6200	11247
2495	26.8427	-3.6200	27.5165	-3.4641	11248
2497	27.5165	-3.4641	27.6157	-4.1486	11249
2499	27.6157	-4.1486	28.3068	-4.1715	11250
2501	28.3068	-4.1715	28.5177	-4.8299	11251
2503	28.5177	-4.8299	27.8587	-4.6203	11252
2505	27.8587	-4.6203	28.3962	-5.0554	11253
2507	28.3962	-5.0554	28.9444	-5.4766	11254
2509	28.9444	-5.4766	29.4658	-5.9308	11255
2511	29.4658	-5.9308	30.1043	-6.1957	11256
2513	30.1043	-6.1957	30.7949	-6.2277	11257
2515	30.7949	-6.2277	30.7850	-6.9188	11258
2517	30.7850	-6.9188	30.1496	-6.6462	11259
2519	30.1496	-6.6462	30.7511	-6.3054	11260
2521	30.7511	-6.3054	30.0959	-6.5265	11261
2523	30.0959	-6.5265	29.4607	-6.7989	11262
2525	29.4607	-6.7989	28.9630	-7.2789	11263
2527	28.9630	-7.2789	28.5529	-7.8351	11264
2529	28.5529	-7.8351	29.1840	-7.5533	11265
2531	29.1840	-7.5533	28.4981	-7.6369	11266
2533	28.4981	-7.6369	28.8023	-7.0166	11267
2535	28.8023	-7.0166	29.4881	-7.1023	11268
2537	29.4881	-7.1023	28.7993	-7.0459	11269
2539	28.7993	-7.0459	28.7818	-7.7365	11270
2541	28.7818	-7.7365	28.7446	-7.0467	11271
2543	28.7446	-7.0467	28.1739	-7.4365	11272
2545	28.1739	-7.4365	28.1604	-6.7457	11273
2547	28.1604	-6.7457	28.8495	-6.7949	11274
2549	28.8495	-6.7949	28.9471	-6.1110	11275
2551	28.9471	-6.1110	29.6245	-5.9759	11276
2553	29.6245	-5.9759	29.5391	-5.2906	11277
2555	29.5391	-5.2906	29.7404	-5.9512	11278
2557	29.7404	-5.9512	30.1068	-6.5367	11279
2559	30.1068	-6.5367	29.4219	-6.4488	11280
2561	29.4219	-6.4488	29.5288	-5.7665	11281
2563	29.5288	-5.7665	28.8384	-5.7466	11282
2565	28.8384	-5.7466	28.1486	-5.7129	11283
2567	28.1486	-5.7129	28.8268	-5.5831	11284
2569	28.8268	-5.5831	29.5103	-5.6805	11285
2571	29.5103	-5.6805	28.8233	-5.7529	11286
2573	28.8233	-5.7529	29.4997	-5.6146	11287
2575	29.4997	-5.6146	30.1750	-5.4705	11288
2577	30.1750	-5.4705	30.6247	-5.9944	11289
2579	30.6247	-5.9944	30.9922	-6.5789	11290
2581	30.9922	-6.5789	30.4056	-6.2147	11291
2583	30.4056	-6.2147	29.9447	-5.7006	11292
2585	29.9447	-5.7006	30.5055	-5.2979	11293
2587	30.5055	-5.2979	30.8470	-4.6979	11294
2589	30.8470	-4.6979	30.9050	-5.3858	11295
2591	30.9050	-5.3858	31.0109	-6.0678	11296
2593	31.0109	-6.0678	30.7381	-5.4339	11297
2595	30.7381	-5.4339	31.0685	-4.8279	11298
2597	31.0685	-4.8279	30.5021	-4.4335	11299
2599	30.5021	-4.4335	31.1296	-4.7213	11300
2601	31.1296	-4.7213	31.7945	-4.5371	11301
2603	31.7945	-4.5371	31.2431	-4.1220	11302
2605	31.2431	-4.1220	31.9197	-3.9869	11303
2607	31.9197	-3.9869	32.0059	-4.6715	11304
2609	32.0059	-4.6715	32.6957	-4.6562	11305
2611	32.6957	-4.6562	33.3571	-4.4601	11306
2613	33.3571	-4.4601	33.7217	-3.8744	11307
2615	33.7217	-3.8744	33.0364	-3.9557	11308
2617	33.0364	-3.9557	33.7056	-4.1234	11309
2619	33.7056	-4.1234	33.1325	-3.7391	11310
2621	33.1325	-3.7391	32.8396	-3.1143	11311
2623	32.8396	-3.1143	32.5610	-2.4831	11312
2625	32.5610	-2.4831	32.1236	-1.9496	11313
2627	32.1236	-1.9496	32.5281	-2.5086	11314
2629	32.5281	-2.5086	31.9081	-2.2064	11315
2631	31.9081	-2.2064	31.7224	-2.8707	11316
2633	31.7224	-2.8707	32.4121	-2.8611	11317
2635	32.4121	-2.8611	31.7225	-2.8762	11318
2637	31.7225	-2.8762	32.1905	-3.3827	11319
2639	32.1905	-3.3827	31.5078	-3.4792	11320
2641	31.5078	-3.4792	30.8183	-3.4710	11321
2643	30.8183	-3.4710	31.3769	-3.8753	11322
2645	31.3769	-3.8753	31.9804	-4.2091	11323
2647	31.9804	-4.2091	32.0815	-4.8910	11324
2649	32.0815	-4.8910	32.2729	-5.5533	11325
2651	32.2729	-5.5533	32.8863	-5.2384	11326
2653	32.8863	-5.2384	32.2427	-4.9902	11327
2655	32.2427	-4.9902	32.2161	-5.6790	11328
2657	32.2161	-5.6790	32.5240	-6.2957	11329
2659	32.5240	-6.2957	32.4830	-5.6076	11330
2661	32.4830	-5.6076	32.2600	-4.9553	11331
2663	32.2600	-4.9553	32.1434	-5.6347	11332
2665	32.1434	-5.6347	32.7938	-5.4070	11333
2667	32.7938	-5.4070	32.3596	-4.8717	11334
2669	32.3596	-4.8717	31.6707	-4.8538	11335
2671	31.6707	-4.8538	32.1249	-4.3356	11336
2673	32.1249	-4.3356	32.6683	-3.9119	11337
2675	32.6683	-3.9119	32.5261	-4.5861	11338
2677	32.5261	-4.5861	31.8487	-4.4595	11339
2679	31.8487	-4.4595	31.5991	-3.8173	11340
2681	31.5991	-3.8173	31.1161	-3.3258	11341
2683	31.1161	-3.3258	31.7428	-3.0394	11342
2685	31.7428	-3.0394	31.4635	-3.6694	11343
2687	31.4635	-3.6694	30.9599	-3.1991	11344
2689	30.9599	-3.1991	31.2152	-3.8389	11345
2691	31.2152	-3.8389	30.8232	-3.2724	11346
2693	30.8232	-3.2724	30.6455	-2.6068	11347
2695	30.6455	-2.6068	30.7911	-1.9335	11348
2697	30.7911	-1.9335	30.4406	-1.3406	11349
2699	30.4406	-1.3406	30.0033	-1.8731	11350
2701	30.0033	-1.8731	30.6123	-1.5511	11351
2703	30.6123	-1.5511	30.9077	-2.1733	11352
2705	30.9077	-2.1733	31.5946	-2.2242	11353
2707	31.5946	-2.2242	32.2815	-2.2732	11354
2709	32.2815	-2.2732	32.9645	-2.3621	11355
2711	32.9645	-2.3621	33.1643	-3.0212	11356
2713	33.1643	-3.0212	32.4971	-2.8516	11357
2715	32.4971	-2.8516	32.9841	-3.3385	11358
2717	32.9841	-3.3385	33.4112	-2.7983	11359
2719	33.4112	-2.7983	34.0507	-2.5428	11360
2721	34.0507	-2.5428	34.0293	-1.8544	11361
2723	34.0293	-1.8544	33.3521	-1.9787	11362
2725	33.3521	-1.9787	33.1688	-2.6424	11363
2727	33.1688	-2.6424	32.4947	-2.7832	11364
2729	32.4947	-2.7832	31.8125	-2.6909	11365
2731	31.8125	-2.6909	31.2629	-2.2765	11366
2733	31.2629	-2.2765	31.9464	-2.3575	11367
2735	31.9464	-2.3575	32.6127	-2.5306	11368
2737	32.6127	-2.5306	33.3005	-2.5629	11369
2739	33.3005	-2.5629	32.8746	-3.1035	11370
2741	32.8746	-3.1035	32.4491	-2.5625	11371
2743	32.4491	-2.5625	31.9933	-2.0468	11372
2745	31.9933	-2.0468	32.5279	-2.4805	11373
2747	32.5279	-2.4805	31.9378	-2.1264	11374
2749	31.9378	-2.1264	32.3220	-1.5555	11375
2751	32.3220	-1.5555	31.6553	-1.7255	11376
2753	31.6553	-1.7255	31.1448	-2.1874	11377
2755	31.1448	-2.1874	30.9584	-1.5249	11378
2757	30.9584	-1.5249	30.4404	-1.9777	11379
2759	30.4404	-1.9777	30.8391	-2.5385	11380
2761	30.8391	-2.5385	30.6587	-3.2025	11381
2763	30.6587	-3.2025	30.6373	-2.5148	11382
