k	x	y	x2	y2	col
9894	-45.6612	-22.4013	-45.4088	-21.7984	4947
9896	-45.4088	-21.7984	-45.8444	-21.3112	4948
9898	-45.8444	-21.3112	-46.4968	-21.3490	4949
9900	-46.4968	-21.3490	-46.9837	-21.7849	4950
9902	-46.9837	-21.7849	-47.2351	-22.3881	4951
9904	-47.2351	-22.3881	-47.3492	-23.0316	4952
9906	-47.3492	-23.0316	-47.4680	-23.6742	4953
9908	-47.4680	-23.6742	-47.7324	-24.2719	4954
9910	-47.7324	-24.2719	-48.2345	-24.6901	4955
9912	-48.2345	-24.6901	-48.8880	-24.6956	4956
9914	-48.8880	-24.6956	-49.2922	-24.1822	4957
9916	-49.2922	-24.1822	-48.9956	-23.5999	4958
9918	-48.9956	-23.5999	-48.3649	-23.7707	4959
9920	-48.3649	-23.7707	-48.5477	-24.3981	4960
9922	-48.5477	-24.3981	-49.1120	-24.0687	4961
9924	-49.1120	-24.0687	-48.5626	-23.7150	4962
9926	-48.5626	-23.7150	-48.6434	-24.3634	4963
9928	-48.6434	-24.3634	-48.9711	-23.7980	4964
9930	-48.9711	-23.7980	-48.4399	-24.1785	4965
9932	-48.4399	-24.1785	-49.0357	-23.9104	4966
9934	-49.0357	-23.9104	-48.4472	-24.1942	4967
9936	-48.4472	-24.1942	-48.9465	-23.7728	4968
9938	-48.9465	-23.7728	-48.6962	-24.3763	4969
9940	-48.6962	-24.3763	-48.4979	-23.7537	4970
9942	-48.4979	-23.7537	-49.1147	-23.9693	4971
9944	-49.1147	-23.9693	-48.6666	-24.4447	4972
9946	-48.6666	-24.4447	-48.2870	-23.9129	4973
9948	-48.2870	-23.9129	-48.8074	-23.5178	4974
9950	-48.8074	-23.5178	-49.3205	-23.9223	4975
9952	-49.3205	-23.9223	-49.1976	-24.5640	4976
9954	-49.1976	-24.5640	-48.6285	-24.8849	4977
9956	-48.6285	-24.8849	-47.9807	-24.7997	4978
9958	-47.9807	-24.7997	-47.4239	-24.4579	4979
9960	-47.4239	-24.4579	-46.9443	-24.0142	4980
9962	-46.9443	-24.0142	-46.4525	-23.5842	4981
9964	-46.4525	-23.5842	-45.8691	-23.2902	4982
9966	-45.8691	-23.2902	-45.2158	-23.2961	4983
9968	-45.2158	-23.2961	-44.7196	-23.7210	4984
9970	-44.7196	-23.7210	-44.7588	-24.3731	4985
9972	-44.7588	-24.3731	-45.3692	-24.6059	4986
9974	-45.3692	-24.6059	-45.7193	-24.0544	4987
9976	-45.7193	-24.0544	-45.1601	-23.7166	4988
9978	-45.1601	-23.7166	-44.9683	-24.3411	4989
9980	-44.9683	-24.3411	-45.6121	-24.2303	4990
9982	-45.6121	-24.2303	-45.1162	-23.8050	4991
9984	-45.1162	-23.8050	-45.2495	-24.4445	4992
9986	-45.2495	-24.4445	-45.3972	-23.8082	4993
9988	-45.3972	-23.8082	-45.1197	-24.3995	4994
9990	-45.1197	-24.3995	-45.3901	-23.8049	4995
9992	-45.3901	-23.8049	-45.2652	-24.4461	4996
9994	-45.2652	-24.4461	-45.0944	-23.8156	4997
9996	-45.0944	-23.8156	-45.6234	-24.1988	4998
9998	-45.6234	-24.1988	-44.9947	-24.3760	4999
10000	-44.9947	-24.3760	-45.1066	-23.7325	5000
10002	-45.1066	-23.7325	-45.7090	-23.9850	5001
10004	-45.7090	-23.9850	-45.4549	-24.5867	5002
10006	-45.4549	-24.5867	-44.8123	-24.4695	5003
10008	-44.8123	-24.4695	-44.6439	-23.8384	5004
10010	-44.6439	-23.8384	-45.0377	-23.3173	5005
10012	-45.0377	-23.3173	-45.6726	-23.1637	5006
10014	-45.6726	-23.1637	-46.3089	-23.3109	5007
10016	-46.3089	-23.3109	-46.8912	-23.6069	5008
10018	-46.8912	-23.6069	-47.4668	-23.9154	5009
10020	-47.4668	-23.9154	-48.0922	-24.1037	5010
10022	-48.0922	-24.1037	-48.7400	-24.0200	5011
10024	-48.7400	-24.0200	-49.2086	-23.5650	5012
10026	-49.2086	-23.5650	-49.1676	-22.9132	5013
10028	-49.1676	-22.9132	-48.5722	-22.6446	5014
10030	-48.5722	-22.6446	-48.1567	-23.1485	5015
10032	-48.1567	-23.1485	-48.6414	-23.5863	5016
10034	-48.6414	-23.5863	-48.9877	-23.0325	5017
10036	-48.9877	-23.0325	-48.3432	-22.9269	5018
10038	-48.3432	-22.9269	-48.6298	-23.5137	5019
10040	-48.6298	-23.5137	-48.8097	-22.8859	5020
10042	-48.8097	-22.8859	-48.3448	-23.3445	5021
10044	-48.3448	-23.3445	-48.9223	-23.0395	5022
10046	-48.9223	-23.0395	-48.3242	-23.3019	5023
10048	-48.3242	-23.3019	-48.8773	-22.9545	5024
10050	-48.8773	-22.9545	-48.4860	-23.4774	5025
10052	-48.4860	-23.4774	-48.5219	-22.8253	5026
10054	-48.5219	-22.8253	-48.9681	-23.3021	5027
10056	-48.9681	-23.3021	-48.3292	-23.4373	5028
10058	-48.3292	-23.4373	-48.4045	-22.7886	5029
10060	-48.4045	-22.7886	-49.0418	-22.9312	5030
10062	-49.0418	-22.9312	-48.9733	-23.5806	5031
10064	-48.9733	-23.5806	-48.3374	-23.7290	5032
10066	-48.3374	-23.7290	-47.8768	-23.2662	5033
10068	-47.8768	-23.2662	-47.8864	-22.6133	5034
10070	-47.8864	-22.6133	-48.2516	-22.0720	5035
10072	-48.2516	-22.0720	-48.7839	-21.6938	5036
10074	-48.7839	-21.6938	-49.3640	-21.3941	5037
10076	-49.3640	-21.3941	-49.9189	-21.0499	5038
10078	-49.9189	-21.0499	-50.3488	-20.5584	5039
10080	-50.3488	-20.5584	-50.4804	-19.9189	5040
10082	-50.4804	-19.9189	-50.1495	-19.3560	5041
10084	-50.1495	-19.3560	-49.4990	-19.2996	5042
10086	-49.4990	-19.2996	-49.1940	-19.8769	5043
10088	-49.1940	-19.8769	-49.7069	-20.2809	5044
10090	-49.7069	-20.2809	-50.0916	-19.7533	5045
10092	-50.0916	-19.7533	-49.4840	-19.5144	5046
10094	-49.4840	-19.5144	-49.5484	-20.1641	5047
10096	-49.5484	-20.1641	-50.0078	-19.7002	5048
10098	-50.0078	-19.7002	-49.3603	-19.7841	5049
10100	-49.3603	-19.7841	-49.9811	-19.9862	5050
10102	-49.9811	-19.9862	-49.4213	-19.6502	5051
10104	-49.4213	-19.6502	-49.9784	-19.9907	5052
10106	-49.9784	-19.9907	-49.3627	-19.7735	5053
10108	-49.3627	-19.7735	-50.0131	-19.7163	5054
10110	-50.0131	-19.7163	-49.5275	-20.1526	5055
10112	-49.5275	-20.1526	-49.5125	-19.5000	5056
10114	-49.5125	-19.5000	-50.0949	-19.7950	5057
10116	-50.0949	-19.7950	-49.6529	-20.2755	5058
10118	-49.6529	-20.2755	-49.1987	-19.8066	5059
10120	-49.1987	-19.8066	-49.5896	-19.2838	5060
10122	-49.5896	-19.2838	-50.2195	-19.4552	5061
10124	-50.2195	-19.4552	-50.4294	-20.0733	5062
10126	-50.4294	-20.0733	-50.1551	-20.6657	5063
10128	-50.1551	-20.6657	-49.6136	-21.0303	5064
10130	-49.6136	-21.0303	-48.9836	-21.2013	5065
10132	-48.9836	-21.2013	-48.3385	-21.3011	5066
10134	-48.3385	-21.3011	-47.7075	-21.4680	5067
10136	-47.7075	-21.4680	-47.1614	-21.8257	5068
10138	-47.1614	-21.8257	-46.8756	-22.4126	5069
10140	-46.8756	-22.4126	-47.0687	-23.0361	5070
10142	-47.0687	-23.0361	-47.6921	-23.2294	5071
10144	-47.6921	-23.2294	-48.1055	-22.7243	5072
10146	-48.1055	-22.7243	-47.6773	-22.2317	5073
10148	-47.6773	-22.2317	-47.2051	-22.6825	5074
10150	-47.2051	-22.6825	-47.7628	-23.0216	5075
10152	-47.7628	-23.0216	-47.8075	-22.3704	5076
10154	-47.8075	-22.3704	-47.2781	-22.7522	5077
10156	-47.2781	-22.7522	-47.9304	-22.7764	5078
10158	-47.9304	-22.7764	-47.3526	-22.4729	5079
10160	-47.3526	-22.4729	-47.8454	-22.9008	5080
10162	-47.8454	-22.9008	-47.3595	-22.4650	5081
10164	-47.3595	-22.4650	-47.9220	-22.7962	5082
10166	-47.9220	-22.7962	-47.2738	-22.7193	5083
10168	-47.2738	-22.7193	-47.8432	-22.4002	5084
10170	-47.8432	-22.4002	-47.7032	-23.0376	5085
10172	-47.7032	-23.0376	-47.2162	-22.6032	5086
10174	-47.2162	-22.6032	-47.7743	-22.2649	5087
10176	-47.7743	-22.2649	-48.0652	-22.8492	5088
10178	-48.0652	-22.8492	-47.5241	-23.2142	5089
10180	-47.5241	-23.2142	-46.9973	-22.8290	5090
10182	-46.9973	-22.8290	-47.0436	-22.1780	5091
10184	-47.0436	-22.1780	-47.5411	-21.7557	5092
10186	-47.5411	-21.7557	-48.1889	-21.6765	5093
10188	-48.1889	-21.6765	-48.8218	-21.8356	5094
10190	-48.8218	-21.8356	-49.4229	-22.0897	5095
10192	-49.4229	-22.0897	-50.0381	-22.3074	5096
10194	-50.0381	-22.3074	-50.6893	-22.3505	5097
10196	-50.6893	-22.3505	-51.2847	-22.0835	5098
10198	-51.2847	-22.0835	-51.5673	-21.4953	5099
10200	-51.5673	-21.4953	-51.2735	-20.9126	5100
10202	-51.2735	-20.9126	-50.6212	-20.9287	5101
10204	-50.6212	-20.9287	-50.4888	-21.5677	5102
10206	-50.4888	-21.5677	-51.1256	-21.7100	5103
10208	-51.1256	-21.7100	-51.1401	-21.0576	5104
10210	-51.1401	-21.0576	-50.5363	-21.3049	5105
10212	-50.5363	-21.3049	-51.0897	-21.6505	5106
10214	-51.0897	-21.6505	-50.9102	-21.0232	5107
10216	-50.9102	-21.0232	-50.7537	-21.6566	5108
10218	-50.7537	-21.6566	-51.0949	-21.1005	5109
10220	-51.0949	-21.1005	-50.7023	-21.6216	5110
10222	-50.7023	-21.6216	-51.0312	-21.0581	5111
10224	-51.0312	-21.0581	-50.9026	-21.6978	5112
10226	-50.9026	-21.6978	-50.6825	-21.0835	5113
10228	-50.6825	-21.0835	-51.2637	-21.3801	5114
10230	-51.2637	-21.3801	-50.6896	-21.6902	5115
10232	-50.6896	-21.6902	-50.6219	-21.0413	5116
10234	-50.6219	-21.0413	-51.2725	-21.0903	5117
10236	-51.2725	-21.0903	-51.2450	-21.7422	5118
10238	-51.2450	-21.7422	-50.6059	-21.8735	5119
10240	-50.6059	-21.8735	-50.2061	-21.3579	5120
10242	-50.2061	-21.3579	-50.3628	-20.7246	5121
10244	-50.3628	-20.7246	-50.8869	-20.3360	5122
10246	-50.8869	-20.3360	-51.5310	-20.2325	5123
10248	-51.5310	-20.2325	-52.1796	-20.3027	5124
10250	-52.1796	-20.3027	-52.8234	-20.4087	5125
10252	-52.8234	-20.4087	-53.4757	-20.4135	5126
10254	-53.4757	-20.4135	-54.0863	-20.1837	5127
10256	-54.0863	-20.1837	-54.4719	-19.6575	5128
10258	-54.4719	-19.6575	-54.3697	-19.0132	5129
10260	-54.3697	-19.0132	-53.7720	-18.7516	5130
10262	-53.7720	-18.7516	-53.3172	-19.2192	5131
10264	-53.3172	-19.2192	-53.7126	-19.7380	5132
10266	-53.7126	-19.7380	-54.2056	-19.3108	5133
10268	-54.2056	-19.3108	-53.6611	-18.9516	5134
10270	-53.6611	-18.9516	-53.5967	-19.6007	5135
10272	-53.5967	-19.6007	-54.1365	-19.2346	5136
10274	-54.1365	-19.2346	-53.4858	-19.1894	5137
10276	-53.4858	-19.1894	-54.0505	-19.5159	5138
10278	-54.0505	-19.5159	-53.5816	-19.0624	5139
10280	-53.5816	-19.0624	-54.0346	-19.5317	5140
10282	-54.0346	-19.5317	-53.5065	-19.1489	5141
10284	-53.5065	-19.1489	-54.1399	-19.3047	5142
10286	-54.1399	-19.3047	-53.5283	-19.5313	5143
10288	-53.5283	-19.5313	-53.7882	-18.9331	5144
10290	-53.7882	-18.9331	-54.1597	-19.4692	5145
10292	-54.1597	-19.4692	-53.5296	-19.6375	5146
10294	-53.5296	-19.6375	-53.4479	-18.9904	5147
10296	-53.4479	-18.9904	-54.0871	-18.8609	5148
10298	-54.0871	-18.8609	-54.3904	-19.4383	5149
10300	-54.3904	-19.4383	-54.0254	-19.9789	5150
10302	-54.0254	-19.9789	-53.3770	-20.0496	5151
10304	-53.3770	-20.0496	-52.8211	-19.7086	5152
10306	-52.8211	-19.7086	-52.4685	-19.1599	5153
10308	-52.4685	-19.1599	-52.2569	-18.5430	5154
10310	-52.2569	-18.5430	-52.0647	-17.9197	5155
10312	-52.0647	-17.9197	-51.7655	-17.3402	5156
10314	-51.7655	-17.3402	-51.2699	-16.9162	5157
10316	-51.2699	-16.9162	-50.6218	-16.8430	5158
10318	-50.6218	-16.8430	-50.1195	-17.2589	5159
10320	-50.1195	-17.2589	-50.2062	-17.9053	5160
10322	-50.2062	-17.9053	-50.8432	-18.0452	5161
10324	-50.8432	-18.0452	-51.0713	-17.4343	5162
10326	-51.0713	-17.4343	-50.4463	-17.2478	5163
10328	-50.4463	-17.2478	-50.4370	-17.8999	5164
10330	-50.4370	-17.8999	-51.0186	-17.6048	5165
10332	-51.0186	-17.6048	-50.4202	-17.3454	5166
10334	-50.4202	-17.3454	-50.7278	-17.9204	5167
10336	-50.7278	-17.9204	-50.7092	-17.2686	5168
10338	-50.7092	-17.2686	-50.5630	-17.9041	5169
10340	-50.5630	-17.9041	-50.7388	-17.2761	5170
10342	-50.7388	-17.2761	-50.6658	-17.9241	5171
10344	-50.6658	-17.9241	-50.5004	-17.2934	5172
10346	-50.5004	-17.2934	-50.9828	-17.7321	5173
10348	-50.9828	-17.7321	-50.3314	-17.7619	5174
10350	-50.3314	-17.7619	-50.6633	-17.2006	5175
10352	-50.6633	-17.2006	-51.0654	-17.7138	5176
10354	-51.0654	-17.7138	-50.4931	-18.0263	5177
10356	-50.4931	-18.0263	-50.1568	-17.4677	5178
10358	-50.1568	-17.4677	-50.6151	-17.0039	5179
10360	-50.6151	-17.0039	-51.2334	-17.2108	5180
10362	-51.2334	-17.2108	-51.4511	-17.8255	5181
10364	-51.4511	-17.8255	-51.2213	-18.4357	5182
10366	-51.2213	-18.4357	-50.7299	-18.8641	5183
10368	-50.7299	-18.8641	-50.1372	-19.1360	5184
10370	-50.1372	-19.1360	-49.5246	-19.3593	5185
10372	-49.5246	-19.3593	-48.9451	-19.6581	5186
10374	-48.9451	-19.6581	-48.4949	-20.1297	5187
10376	-48.4949	-20.1297	-48.3507	-20.7656	5188
10378	-48.3507	-20.7656	-48.6761	-21.3306	5189
10380	-48.6761	-21.3306	-49.3250	-21.3935	5190
10382	-49.3250	-21.3935	-49.6430	-20.8243	5191
10384	-49.6430	-20.8243	-49.1513	-20.3962	5192
10386	-49.1513	-20.3962	-48.7228	-20.8876	5193
10388	-48.7228	-20.8876	-49.2912	-21.2070	5194
10390	-49.2912	-21.2070	-49.3569	-20.5584	5195
10392	-49.3569	-20.5584	-48.7898	-20.8799	5196
10394	-48.7898	-20.8799	-49.4241	-21.0302	5197
10396	-49.4241	-21.0302	-48.9586	-20.5738	5198
10398	-48.9586	-20.5738	-49.2469	-21.1585	5199
10400	-49.2469	-21.1585	-49.0379	-20.5410	5200
10402	-49.0379	-20.5410	-49.2918	-21.1415	5201
10404	-49.2918	-21.1415	-48.8824	-20.6342	5202
10406	-48.8824	-20.6342	-49.4809	-20.8926	5203
10408	-49.4809	-20.8926	-48.8547	-21.0738	5204
10410	-48.8547	-21.0738	-49.1054	-20.4720	5205
10412	-49.1054	-20.4720	-49.5276	-20.9687	5206
10414	-49.5276	-20.9687	-48.9373	-21.2452	5207
10416	-48.9373	-21.2452	-48.6977	-20.6389	5208
10418	-48.6977	-20.6389	-49.2636	-20.3154	5209
10420	-49.2636	-20.3154	-49.7606	-20.7372	5210
10422	-49.7606	-20.7372	-49.6622	-21.3816	5211
10424	-49.6622	-21.3816	-49.1262	-21.7525	5212
10426	-49.1262	-21.7525	-48.4744	-21.7497	5213
10428	-48.4744	-21.7497	-47.8764	-21.4902	5214
10430	-47.8764	-21.4902	-47.3423	-21.1166	5215
10432	-47.3423	-21.1166	-46.8070	-20.7447	5216
10434	-46.8070	-20.7447	-46.2066	-20.4910	5217
10436	-46.2066	-20.4910	-45.5548	-20.4986	5218
10438	-45.5548	-20.4986	-45.0270	-20.8811	5219
10440	-45.0270	-20.8811	-44.9461	-21.5278	5220
10442	-44.9461	-21.5278	-45.4561	-21.9337	5221
10444	-45.4561	-21.9337	-46.0102	-21.5905	5222
10446	-46.0102	-21.5905	-45.7478	-20.9938	5223
10448	-45.7478	-20.9938	-45.1689	-21.2934	5224
10450	-45.1689	-21.2934	-45.6104	-21.7728	5225
10452	-45.6104	-21.7728	-45.8378	-21.1620	5226
10454	-45.8378	-21.1620	-45.2186	-21.3652	5227
10456	-45.2186	-21.3652	-45.8246	-21.6051	5228
10458	-45.8246	-21.6051	-45.4032	-21.1079	5229
10460	-45.4032	-21.1079	-45.6661	-21.7042	5230
10462	-45.6661	-21.7042	-45.4546	-21.0878	5231
10464	-45.4546	-21.0878	-45.7374	-21.6750	5232
10466	-45.7374	-21.6750	-45.2838	-21.2070	5233
10468	-45.2838	-21.2070	-45.9106	-21.3853	5234
10470	-45.9106	-21.3853	-45.3237	-21.6685	5235
10472	-45.3237	-21.6685	-45.4480	-21.0288	5236
10474	-45.4480	-21.0288	-45.9742	-21.4132	5237
10476	-45.9742	-21.4132	-45.4772	-21.8347	5238
10478	-45.4772	-21.8347	-45.0729	-21.3236	5239
10480	-45.0729	-21.3236	-45.5091	-20.8395	5240
10482	-45.5091	-20.8395	-46.1183	-21.0707	5241
10484	-46.1183	-21.0707	-46.2541	-21.7081	5242
10486	-46.2541	-21.7081	-45.8937	-22.2510	5243
10488	-45.8937	-22.2510	-45.2911	-22.4991	5244
10490	-45.2911	-22.4991	-44.6395	-22.4983	5245
10492	-44.6395	-22.4983	-43.9998	-22.3743	5246
10494	-43.9998	-22.3743	-43.3587	-22.2577	5247
10496	-43.3587	-22.2577	-42.7074	-22.2795	5248
10498	-42.7074	-22.2795	-42.1202	-22.5621	5249
10500	-42.1202	-22.5621	-41.8045	-23.1321	5250
10502	-41.8045	-23.1321	-42.0047	-23.7522	5251
10504	-42.0047	-23.7522	-42.6377	-23.9065	5252
10506	-42.6377	-23.9065	-42.9998	-23.3648	5253
10508	-42.9998	-23.3648	-42.5177	-22.9264	5254
10510	-42.5177	-22.9264	-42.1052	-23.4308	5255
10512	-42.1052	-23.4308	-42.6969	-23.7036	5256
10514	-42.6969	-23.7036	-42.6823	-23.0522	5257
10516	-42.6823	-23.0522	-42.1748	-23.4609	5258
10518	-42.1748	-23.4609	-42.8259	-23.4846	5259
10520	-42.8259	-23.4846	-42.2705	-23.1440	5260
10522	-42.2705	-23.1440	-42.6941	-23.6391	5261
10524	-42.6941	-23.6391	-42.3286	-23.0997	5262
10526	-42.3286	-23.0997	-42.7402	-23.6047	5263
10528	-42.7402	-23.6047	-42.2019	-23.2378	5264
10530	-42.2019	-23.2378	-42.8495	-23.3087	5265
10532	-42.8495	-23.3087	-42.3047	-23.6660	5266
10534	-42.3047	-23.6660	-42.3701	-23.0178	5267
10536	-42.3701	-23.0178	-42.9146	-23.3756	5268
10538	-42.9146	-23.3756	-42.4200	-23.7996	5269
10540	-42.4200	-23.7996	-42.0372	-23.2725	5270
10542	-42.0372	-23.2725	-42.5150	-22.8296	5271
10544	-42.5150	-22.8296	-43.0854	-23.1444	5272
10546	-43.0854	-23.1444	-43.0950	-23.7958	5273
10548	-43.0950	-23.7958	-42.6110	-24.2319	5274
10550	-42.6110	-24.2319	-41.9617	-24.2846	5275
10552	-41.9617	-24.2846	-41.3548	-24.0479	5276
10554	-41.3548	-24.0479	-40.8266	-23.6667	5277
10556	-40.8266	-23.6667	-40.3196	-23.2575	5278
10558	-40.3196	-23.2575	-39.7588	-22.9262	5279
10560	-39.7588	-22.9262	-39.1190	-22.8038	5280
10562	-39.1190	-22.8038	-38.5082	-23.0302	5281
10564	-38.5082	-23.0302	-38.2115	-23.6102	5282
10566	-38.2115	-23.6102	-38.5062	-24.1912	5283
10568	-38.5062	-24.1912	-39.1571	-24.1654	5284
10570	-39.1571	-24.1654	-39.2808	-23.5258	5285
10572	-39.2808	-23.5258	-38.6456	-23.3816	5286
10574	-38.6456	-23.3816	-38.6089	-24.0320	5287
10576	-38.6089	-24.0320	-39.2294	-23.8339	5288
10578	-39.2294	-23.8339	-38.7303	-23.4154	5289
10580	-38.7303	-23.4154	-38.7724	-24.0654	5290
10582	-38.7724	-24.0654	-39.1101	-23.5084	5291
10584	-39.1101	-23.5084	-38.5779	-23.8839	5292
10586	-38.5779	-23.8839	-39.1775	-23.6295	5293
10588	-39.1775	-23.6295	-38.5742	-23.8749	5294
10590	-38.5742	-23.8749	-39.1226	-23.5236	5295
10592	-39.1226	-23.5236	-38.7443	-24.0538	5296
10594	-38.7443	-24.0538	-38.7706	-23.4030	5297
10596	-38.7706	-23.4030	-39.2083	-23.8854	5298
10598	-39.2083	-23.8854	-38.5635	-23.9770	5299
10600	-38.5635	-23.9770	-38.7288	-23.3471	5300
10602	-38.7288	-23.3471	-39.3133	-23.6344	5301
10604	-39.3133	-23.6344	-39.0245	-24.2181	5302
10606	-39.0245	-24.2181	-38.3958	-24.0479	5303
10608	-38.3958	-24.0479	-38.3127	-23.4019	5304
10610	-38.3127	-23.4019	-38.8033	-22.9736	5305
10612	-38.8033	-22.9736	-39.4532	-23.0164	5306
10614	-39.4532	-23.0164	-39.9708	-23.4116	5307
10616	-39.9708	-23.4116	-40.2997	-23.9737	5308
10618	-40.2997	-23.9737	-40.5153	-24.5882	5309
10620	-40.5153	-24.5882	-40.7340	-25.2016	5310
10622	-40.7340	-25.2016	-41.0713	-25.7587	5311
10624	-41.0713	-25.7587	-41.5984	-26.1411	5312
10626	-41.5984	-26.1411	-42.2493	-26.1620	5313
10628	-42.2493	-26.1620	-42.7211	-25.7132	5314
10630	-42.7211	-25.7132	-42.6054	-25.0723	5315
10632	-42.6054	-25.0723	-41.9681	-24.9387	5316
10634	-41.9681	-24.9387	-41.7173	-25.5397	5317
10636	-41.7173	-25.5397	-42.3203	-25.7858	5318
10638	-42.3203	-25.7858	-42.4390	-25.1455	5319
10640	-42.4390	-25.1455	-41.8031	-25.2858	5320
10642	-41.8031	-25.2858	-42.2764	-25.7330	5321
10644	-42.2764	-25.7330	-42.2531	-25.0822	5322
10646	-42.2531	-25.0822	-41.9149	-25.6387	5323
10648	-41.9149	-25.6387	-42.4377	-25.2505	5324
10650	-42.4377	-25.2505	-41.8510	-25.5330	5325
10652	-41.8510	-25.5330	-42.4360	-25.2470	5326
10654	-42.4360	-25.2470	-41.9201	-25.6443	5327
10656	-41.9201	-25.6443	-42.2421	-25.0784	5328
10658	-42.2421	-25.0784	-42.2913	-25.7276	5329
10660	-42.2913	-25.7276	-41.7961	-25.3049	5330
10662	-41.7961	-25.3049	-42.4223	-25.1266	5331
10664	-42.4223	-25.1266	-42.3483	-25.7735	5332
10666	-42.3483	-25.7735	-41.7282	-25.5748	5333
10668	-41.7282	-25.5748	-41.9273	-24.9549	5334
10670	-41.9273	-24.9549	-42.5740	-25.0305	5335
10672	-42.5740	-25.0305	-42.7496	-25.6575	5336
10674	-42.7496	-25.6575	-42.3237	-26.1499	5337
10676	-42.3237	-26.1499	-41.6741	-26.1931	5338
10678	-41.6741	-26.1931	-41.1123	-25.8640	5339
10680	-41.1123	-25.8640	-40.7239	-25.3416	5340
10682	-40.7239	-25.3416	-40.4510	-24.7505	5341
10684	-40.4510	-24.7505	-40.1852	-24.1561	5342
10686	-40.1852	-24.1561	-39.8161	-23.6199	5343
10688	-39.8161	-23.6199	-39.2754	-23.2572	5344
10690	-39.2754	-23.2572	-38.6245	-23.2446	5345
10692	-38.6245	-23.2446	-38.1466	-23.6868	5346
10694	-38.1466	-23.6868	-38.2348	-24.3318	5347
10696	-38.2348	-24.3318	-38.8604	-24.5119	5348
10698	-38.8604	-24.5119	-39.1740	-23.9414	5349
10700	-39.1740	-23.9414	-38.6125	-23.6119	5350
10702	-38.6125	-23.6119	-38.3803	-24.2201	5351
10704	-38.3803	-24.2201	-39.0313	-24.2233	5352
10706	-39.0313	-24.2233	-38.6916	-23.6679	5353
10708	-38.6916	-23.6679	-38.5153	-24.2946	5354
10710	-38.5153	-24.2946	-39.0268	-23.8918	5355
10712	-39.0268	-23.8918	-38.3931	-24.0410	5356
10714	-38.3931	-24.0410	-39.0440	-24.0482	5357
10716	-39.0440	-24.0482	-38.3943	-24.0093	5358
10718	-38.3943	-24.0093	-39.0428	-23.9541	5359
10720	-39.0428	-23.9541	-38.4493	-24.2213	5360
10722	-38.4493	-24.2213	-38.8256	-23.6901	5361
10724	-38.8256	-23.6901	-38.8960	-24.3373	5362
10726	-38.8960	-24.3373	-38.3392	-24.0000	5363
10728	-38.3392	-24.0000	-38.8885	-23.6508	5364
10730	-38.8885	-23.6508	-39.0805	-24.2728	5365
10732	-39.0805	-24.2728	-38.4460	-24.4182	5366
10734	-38.4460	-24.4182	-38.2263	-23.8055	5367
10736	-38.2263	-23.8055	-38.7421	-23.4085	5368
10738	-38.7421	-23.4085	-39.3390	-23.6682	5369
10740	-39.3390	-23.6682	-39.5231	-24.2925	5370
10742	-39.5231	-24.2925	-39.2730	-24.8934	5371
10744	-39.2730	-24.8934	-38.7701	-25.3066	5372
10746	-38.7701	-25.3066	-38.1685	-25.5550	5373
10748	-38.1685	-25.5550	-37.5444	-25.7398	5374
10750	-37.5444	-25.7398	-36.9391	-25.9790	5375
10752	-36.9391	-25.9790	-36.4238	-26.3765	5376
10754	-36.4238	-26.3765	-36.1461	-26.9651	5377
10756	-36.1461	-26.9651	-36.2907	-27.5996	5378
10758	-36.2907	-27.5996	-36.8650	-27.9058	5379
10760	-36.8650	-27.9058	-37.4167	-27.5606	5380
10762	-37.4167	-27.5606	-37.2689	-26.9268	5381
10764	-37.2689	-26.9268	-36.6208	-26.9858	5382
10766	-36.6208	-26.9858	-36.7144	-27.6298	5383
10768	-36.7144	-27.6298	-37.3164	-27.3827	5384
10770	-37.3164	-27.3827	-36.8379	-26.9417	5385
10772	-36.8379	-26.9417	-36.7623	-27.5881	5386
10774	-36.7623	-27.5881	-37.2587	-27.1672	5387
10776	-37.2587	-27.1672	-36.6146	-27.2603	5388
10778	-36.6146	-27.2603	-37.2490	-27.4054	5389
10780	-37.2490	-27.4054	-36.6501	-27.1508	5390
10782	-36.6501	-27.1508	-37.2525	-27.3970	5391
10784	-37.2525	-27.3970	-36.6126	-27.2786	5392
10786	-36.6126	-27.2786	-37.2486	-27.1410	5393
10788	-37.2486	-27.1410	-36.7952	-27.6078	5394
10790	-36.7952	-27.6078	-36.7907	-26.9571	5395
10792	-36.7907	-26.9571	-37.3295	-27.3219	5396
10794	-37.3295	-27.3219	-36.7797	-27.6699	5397
10796	-36.7797	-27.6699	-36.5605	-27.0572	5398
10798	-36.5605	-27.0572	-37.1796	-26.8566	5399
10800	-37.1796	-26.8566	-37.4764	-27.4357	5400
10802	-37.4764	-27.4357	-37.0346	-27.9134	5401
10804	-37.0346	-27.9134	-36.3976	-27.7809	5402
10806	-36.3976	-27.7809	-36.0707	-27.2183	5403
10808	-36.0707	-27.2183	-36.1503	-26.5725	5404
10810	-36.1503	-26.5725	-36.5077	-26.0288	5405
10812	-36.5077	-26.0288	-36.9967	-25.5996	5406
10814	-36.9967	-25.5996	-37.5180	-25.2102	5407
10816	-37.5180	-25.2102	-37.9928	-24.7653	5408
10818	-37.9928	-24.7653	-38.3144	-24.1997	5409
10820	-38.3144	-24.1997	-38.3313	-23.5493	5410
10822	-38.3313	-23.5493	-37.9351	-23.0331	5411
10824	-37.9351	-23.0331	-37.2852	-23.0033	5412
